,node,ks,kdeg,pr,m,ksum,k2sum
585,294430454,49,176,102.0,36433,11540,15324051
586,6068612,46,107,51.0,36433,11219,18747453
587,14326003,4,6,15.0,36433,44,210558
588,31067157,55,412,160.0,36433,38530,61737572
589,769584,35,46,36.0,36433,4468,14680710
590,33035636,11,11,7.000000000000001,36433,2105,2925074
591,121637129,20,35,27.0,36433,4034,4408365
592,34455805,36,86,36.0,36433,6479,17300022
593,468094034,20,22,52.0,36433,1986,2156166
594,23831909,13,13,8.0,36433,3212,2396277
595,14303746,52,240,339.0,36433,691,549509
596,21076522,26,35,15.0,36433,6179,10671019
597,16956955,47,89,115.0,36433,14491,13875602
598,358553967,46,119,26.0,36433,11303,13139031
599,274149738,42,71,31.0,36433,4734,4417108
600,50557241,48,127,63.0,36433,13870,21394940
601,333709376,35,47,29.0,36433,4970,5370718
602,66561957,53,210,324.0,36433,21238,35262525
603,16098603,70,861,335.0,36433,84240,86912540
604,48370736,70,324,113.0,36433,46877,73668892
605,187366802,19,21,14.000000000000002,36433,2769,2940028
606,34170312,22,26,16.0,36433,3624,8859936
607,283306509,31,32,5.0,36433,6592,7582229
608,5980142,15,21,15.0,36433,2211,6648471
609,15863699,5,7,11.0,36433,651,4715467
610,17759701,70,595,144.0,36433,64748,72517836
611,14050306,10,10,34.0,36433,2035,2455949
612,23742474,5,9,17.0,36433,752,3877953
613,16536215,61,189,77.0,36433,13158,27108190
614,18819743,28,29,15.0,36433,3760,4703358
615,395395198,50,83,23.0,36433,6604,7325187
616,20015787,22,40,26.0,36433,2230,9485876
617,681813,46,133,166.0,36433,2918,9853769
618,56768257,12,12,10.0,36433,381,839531
619,15359658,12,20,14.000000000000002,36433,1462,6766263
620,41262929,16,16,15.0,1,0,0
621,520809979,40,54,16.0,36433,4022,3129006
622,18959811,8,8,8.0,36433,610,3604501
623,55656369,47,82,160.0,36433,732,195193
624,125540746,5,5,6.0,36433,1926,7044226
625,3462421,46,63,34.0,36433,5965,13543408
626,43275782,2,2,5.0,36433,107,165002
627,18709570,56,165,97.0,36433,21031,43372659
628,16583999,24,24,8.0,36433,6094,13175655
629,167552021,53,97,53.0,36433,6556,8891639
630,22924257,9,9,7.000000000000001,36433,3838,4949195
631,31892440,4,4,8.0,36433,198,1684208
632,75193883,20,22,11.0,36433,2184,2828296
633,14326533,47,77,228.0,36433,1430,614283
634,23390284,31,38,28.000000000000004,36433,5023,8266645
635,17865810,2,2,5.0,36433,44,17516
636,332375645,21,21,15.0,36433,2166,2960377
637,7385102,2,2,6.0,1,0,0
638,43115008,32,49,30.0,36433,7908,12174362
639,254792310,4,4,7.000000000000001,36433,189,1681870
640,89728799,5,5,5.0,36434,970,2138792
641,14144060,4,4,6.0,36433,157,349474
642,101496725,4,6,24.0,36433,18,3578
643,405056781,18,23,33.0,1,0,0
644,21308602,5,6,12.0,1,0,0
645,17794560,6,6,6.0,36433,789,3651246
646,54298095,8,8,6.0,36433,2180,4961806
647,17983020,1,1,5.0,36434,133,232045
648,74229529,5,5,5.0,36434,550,1028760
649,26547954,28,42,54.0,36433,406,1714976
650,194889318,7,7,8.0,1,0,0
651,118599144,2,2,5.0,36434,935,2215914
652,120867457,1,1,5.0,36434,91,24768
653,102434415,3,3,12.0,36433,6,1852
654,16891273,1,1,5.0,2,168,0
655,350939079,8,8,6.0,36433,2678,2936091
656,323405569,5,8,13.0,36440,48,11860
657,109065990,5,9,15.0,36433,50,201872
658,106708586,15,18,10.0,36433,2049,4073523
659,316797838,26,44,19.0,36433,1997,5673296
660,374949999,14,19,10.0,36433,2005,2440531
661,52216611,15,29,17.0,36433,762,3057422
662,50453498,7,7,6.0,36433,1759,3690834
663,20471349,66,301,76.0,36433,17888,25034878
664,497434530,15,26,9.0,36433,4021,7201691
665,18825961,34,103,218.00000000000003,36433,1268,3633387
666,308522948,15,20,9.0,36433,609,1099998
667,17861062,13,24,40.0,36433,186,621432
668,423662810,5,5,5.0,36434,194,139885
669,433691110,8,8,6.0,36433,470,1800847
670,28125177,42,58,30.0,36433,8622,17928437
671,16589206,47,107,287.0,36433,500,562355
672,64643056,6,10,54.0,36433,148,40111
673,16151999,9,10,36.0,36433,864,1883276
674,15838599,57,139,119.0,36433,2459,2298971
675,515602819,11,11,7.000000000000001,36433,1405,723213
676,43611927,8,10,7.000000000000001,36433,1635,3214430
677,55949049,8,8,6.0,36433,2781,3066723
678,294198566,70,349,207.0,36433,18787,31219409
679,290656947,18,27,10.0,36433,3980,9891331
680,324546502,33,71,13.0,36433,9402,17495480
681,285727668,13,13,8.0,36433,1899,2225765
682,225235528,14,27,86.0,36433,3855,16546119
683,10671602,70,1007,687.0,36433,48191,70896484
684,514550692,8,11,6.0,36433,2808,3075677
685,156176094,28,58,22.0,36433,2014,3380497
686,342943472,61,114,37.0,36433,10647,16026749
687,203279955,17,24,11.0,36433,3017,4091394
688,198591276,10,10,6.0,36433,2941,8542152
689,19311729,66,153,45.0,36433,10848,7988419
690,24542441,32,50,19.0,36433,3088,6056076
691,382368139,6,15,7.000000000000001,36440,267,196416
692,27855118,69,612,474.0,36433,2892,5987772
693,100174502,70,195,59.0,36433,25249,33512092
694,275081385,2,2,5.0,36434,50,5536
695,279390084,20,41,81.0,36433,597,1257353
696,378862802,6,12,5.0,36440,228,143993
697,254054375,3,3,6.0,1,0,0
698,378546078,6,14,8.0,36433,214,141328
699,211235703,4,4,7.000000000000001,1,0,0
700,258568696,13,14,6.0,36433,4111,8744026
701,340329096,6,6,13.0,1,0,0
702,338517106,18,25,8.0,36433,2735,8491716
703,57333800,58,84,29.0,36433,4577,4934433
704,18511475,21,36,57.99999999999999,36433,1628,7790284
705,299413847,6,7,17.0,1,0,0
706,24044209,6,7,13.0,36433,266,567564
707,270931952,5,5,13.0,1,0,0
708,246456451,6,6,5.0,36433,1584,2671374
709,188809568,14,19,19.0,36433,304,1282852
710,290769740,5,11,9.0,36440,214,292864
711,273504184,1,1,5.0,36434,312,7166
712,5490392,30,47,42.0,36433,683,470871
713,215719802,5,5,6.0,36434,185,287337
714,28482819,66,228,80.0,36433,20994,23800562
715,224424715,3,3,6.0,36433,107,35975
716,264991283,3,3,6.0,1,0,0
717,260426661,18,23,16.0,36433,2385,10888962
718,76966145,40,50,34.0,36433,2355,2747096
719,7846,69,632,386.0,36433,71616,99204680
720,11487372,2,2,5.0,36434,679,3335846
721,93904918,3,3,5.0,36434,78,97025
722,322603418,3,3,15.0,36433,334,1697605
723,216299334,24,34,192.0,36433,3738,5443547
724,526921548,5,5,6.0,36433,791,1211988
725,382111375,1,1,5.0,1,0,0
726,288452305,48,164,435.0,36433,7581,6264141
727,502167306,3,3,6.0,36433,29,11701
728,79004401,5,5,6.0,36433,1978,2254955
729,11926442,4,4,5.0,36434,598,1954773
730,17006157,92,300,239.0,36433,18322,9774233
731,35831704,23,66,63.0,36433,7201,5928615
732,254163476,1,1,6.0,1,0,0
733,52205516,33,35,17.0,36433,3384,6538327
734,324544865,15,17,10.0,36433,1170,1811058
735,338844588,3,3,6.0,36440,20,6269
736,363925204,1,1,5.0,36434,103,131275
737,116770718,1,1,5.0,2,7,0
738,48415669,3,3,8.0,36440,8,3468
739,58120486,1,1,5.0,36434,1007,1670579
740,126139466,2,2,5.0,36434,670,231100
741,47041310,1,1,5.0,36434,36,122386
742,309633527,1,1,5.0,36434,164,199612
743,16677622,69,241,42.0,36433,23612,15388435
744,11214332,18,19,14.000000000000002,36433,697,428509
745,306128912,51,79,19.0,36433,9686,10491085
746,24129206,69,306,57.99999999999999,36433,40415,32150147
747,334735103,59,124,27.0,36433,8118,9847238
748,16009851,69,295,54.0,36433,31992,18734352
749,194347664,43,47,24.0,36433,7879,6413533
750,39234189,61,118,30.0,36433,12526,11987511
751,21507738,50,60,15.0,36433,7541,8566112
752,19653925,68,233,34.0,36433,26457,17029405
753,19802879,69,601,280.0,36433,39662,49213778
754,36584174,69,124,15.0,36433,26696,31006134
755,42950930,67,142,49.0,36433,15496,22969255
756,19658826,68,204,107.0,36433,20495,21920248
757,9852542,58,103,23.0,36433,8742,10629219
758,23739721,51,81,14.000000000000002,36433,12240,12274350
759,42979224,57,82,16.0,36433,13044,12165174
760,36045367,51,65,14.000000000000002,36433,9745,9293966
761,14693823,69,281,198.0,36433,3479,2529784
762,14912435,63,75,33.0,36433,3234,5680093
763,17248121,45,58,39.0,2,6,0
764,12321512,50,76,13.0,36433,9269,8475318
765,65360193,30,35,19.0,1,0,0
766,92306628,59,120,23.0,36433,14828,14470570
767,19766517,67,208,50.0,36433,21082,17107749
768,15862891,62,125,50.0,36433,14713,21618561
769,21436960,69,529,250.0,36433,26340,18887670
770,86070159,69,202,55.00000000000001,36433,21224,15097313
771,384761809,41,50,11.0,36433,5253,3795789
772,69248730,59,95,17.0,36433,13703,12649965
773,82853372,55,96,36.0,36433,6747,7939598
774,138725262,50,67,29.0,36433,5543,8406067
775,25066853,67,96,42.0,36433,11967,12913323
776,8295072,69,246,164.0,36433,1372,499007
777,20427778,15,15,10.0,36433,936,1129589
778,5402612,43,275,432.0,36433,239,165759
779,15165493,69,472,194.0,36433,47189,51557078
780,15102849,69,608,164.0,36433,52680,43424874
781,8963722,68,240,180.0,36433,6072,9641664
782,106061616,17,18,5.0,36434,5233,4947677
783,126302054,40,49,21.0,36433,6386,10184593
784,231796277,14,14,8.0,36433,207,380988
785,13176312,69,563,182.0,36433,44732,27092337
786,560452336,18,19,13.0,36433,1072,1894922
787,2811851,30,32,8.0,36433,8151,11255966
788,15144542,59,92,12.0,36433,14052,12864890
789,16876667,68,139,55.00000000000001,36433,11209,13001076
790,621573,39,46,34.0,1,0,0
791,72841362,24,24,10.0,36433,1642,2831726
792,106786180,4,4,5.0,36434,851,1390085
793,22139698,59,119,73.0,36433,3721,3449352
794,91373517,38,44,7.000000000000001,36433,9123,7744428
795,21410687,20,21,7.000000000000001,36433,2341,3886104
796,70160230,24,25,12.0,36433,1657,2723295
797,17217640,69,207,343.0,2,25,797
798,14936377,67,152,94.0,36433,7630,8436464
799,8255122,58,107,68.0,36433,5479,6744667
800,24244836,61,139,27.0,36433,11870,14765123
801,7429892,69,520,128.0,36433,50429,38362527
802,45957677,6,6,6.0,36433,948,1672112
803,104585489,58,121,36.0,36433,10628,8535052
804,93714983,69,168,50.0,36433,22462,28437582
805,15234407,67,212,192.0,36433,6769,14245982
806,104989762,56,107,123.0,36433,227,60443
807,17384099,69,233,85.0,36433,14773,13474144
808,15431856,69,238,77.0,36433,14035,16088089
809,15820660,67,161,50.0,36433,14686,13450737
810,18720204,33,36,13.0,36433,4839,7819887
811,1435461,62,159,128.0,36433,1206,2640909
812,344776030,30,34,5.0,36433,9371,12669899
813,216366465,36,39,33.0,36433,5565,7660221
814,158283753,30,34,13.0,36433,1503,2069840
815,266464616,65,142,88.0,36433,11542,11891842
816,12040102,45,57,24.0,36433,3719,6121034
817,15292446,16,16,8.0,36433,4449,7992676
818,11348282,69,1372,1792.0000000000002,36433,25287,17006645
819,90746337,24,26,9.0,36433,3832,4446312
820,14091091,69,258,125.0,36433,17090,22574342
821,117017147,44,50,38.0,36433,3915,3587697
822,244082406,50,59,16.0,36433,8830,8160305
823,15473958,69,460,233.0,36433,31686,42576279
824,423745970,10,10,6.0,36433,1231,3067231
825,21179815,19,20,20.0,1,0,0
826,518403776,47,62,13.0,36433,8578,8641120
827,256889809,55,90,18.0,36433,10434,8081649
828,8623332,45,58,31.0,36433,744,1513395
829,31401966,18,18,7.000000000000001,36433,2115,2675953
830,14807898,69,337,141.0,36433,26848,22024932
831,14647570,69,373,220.00000000000003,36433,23235,41690154
832,274663230,30,30,12.0,36433,1094,2674098
833,208442526,51,72,20.0,36433,7374,8244569
834,205195655,44,50,13.0,36433,7762,9079464
835,474423064,14,14,8.0,36433,2701,4325063
836,6408382,45,73,41.0,36433,1917,3228826
837,19816089,36,38,21.0,36433,2737,7915328
838,277375017,20,24,10.0,36433,3751,4053043
839,16363491,66,118,18.0,36433,18557,15561447
840,51274038,39,43,12.0,36433,3011,5356890
841,42380766,29,30,19.0,36433,3455,2548634
842,277889424,12,12,9.0,36433,572,1188897
843,99851285,9,9,6.0,36433,1018,1626844
844,15110431,56,103,114.0,1,0,0
845,4620451,69,435,381.0,36433,16278,25608562
846,131663151,20,20,7.000000000000001,36433,4712,5182118
847,19384258,43,46,10.0,36433,8631,10738599
848,137320881,36,38,10.0,36433,7752,7538286
849,403339965,10,10,6.0,36433,3352,3680482
850,19725644,69,523,573.0,36433,7816,9140637
851,21808052,15,15,8.0,36433,3070,1580617
852,174784400,42,43,17.0,36433,11243,11794312
853,523340129,5,5,6.0,36433,601,1203212
854,222178782,7,7,5.0,36434,3745,3802794
855,277510682,14,15,8.0,36433,1881,3440336
856,71502330,37,41,16.0,36433,3269,5256169
857,437806648,9,9,5.0,36434,3762,6559849
858,234343491,4,4,6.0,1,0,0
859,225096128,3,3,6.0,1,0,0
860,18700629,15,15,12.0,1,0,0
861,20950208,33,85,59.0,36433,2898,3692688
862,132249368,23,33,31.0,36433,489,397055
863,16265412,56,112,85.0,36433,8833,15199823
864,41494136,23,31,29.0,36433,1379,848390
865,17176990,34,38,20.0,36433,5147,13853101
866,114115460,46,126,67.0,36433,6659,8869970
867,14743923,35,51,19.0,36433,8103,13979752
868,268479669,43,78,64.0,36433,7829,15403295
869,2260771,26,44,21.0,36433,4325,12124776
870,16264063,23,35,32.0,36433,3249,9646453
871,22169313,11,11,5.0,36434,2711,9633241
872,28889701,13,18,50.0,36433,168,150095
873,20567578,34,61,45.0,36433,7094,8508311
874,14239780,17,19,15.0,36433,2311,9454145
875,15775181,69,129,109.0,36433,9301,18988969
876,14456842,46,80,37.0,36433,8247,16544849
877,207936757,47,110,134.0,36433,667,422231
878,7668432,10,12,9.0,36433,1106,889780
879,61336370,38,93,60.0,36433,4743,11744179
880,3359851,70,1874,817.0,36433,149729,159211179
881,243370113,22,29,32.0,36433,895,481001
882,142001754,22,27,29.0,36433,1000,521258
883,175624200,46,241,290.0,36433,702,3447979
884,29206754,5,5,29.0,36433,343,146974
885,19136295,69,120,37.0,36433,10060,12576087
886,347466350,27,40,14.000000000000002,36433,3794,3633534
887,7098022,35,88,73.0,36433,3622,7112473
888,25071725,9,9,31.0,36433,218,319649
889,256286568,15,16,32.0,36433,110,19131
890,54319516,12,13,45.0,36433,411,248395
891,26553971,5,6,9.0,36437,43,33947
892,208221645,5,5,9.0,36437,41,33947
893,4219131,23,39,45.0,36433,2942,9609028
894,16507381,35,40,24.0,36433,4078,13640592
895,20621747,11,11,17.0,1,0,0
896,18742444,70,521,312.0,36433,7773,24556109
897,263352652,13,16,56.99999999999999,36433,579,535128
898,189234283,35,63,26.0,36433,5388,15442512
899,49666201,45,71,83.0,36433,2747,3721082
900,34068984,70,574,374.0,36433,12827,23048303
901,369130833,55,62,26.0,36433,10451,15487867
902,50393960,67,444,663.0,36433,6321,23646001
903,14110133,6,6,7.000000000000001,36433,2013,9437907
904,14484504,13,14,13.0,36433,2038,9291998
905,117533865,21,25,17.0,36433,976,1831786
906,350072433,9,9,10.0,36433,512,393934
907,34662645,35,47,12.0,36433,8348,14705906
908,14192988,25,32,46.0,36433,401,249271
909,17738564,15,15,10.0,36433,2803,9565461
910,19663597,55,65,38.0,36433,760,2254730
911,44177692,10,13,8.0,36433,403,340616
912,42579112,21,24,41.0,1,0,0
913,63273064,70,148,56.00000000000001,36433,15277,22648784
914,76774950,43,73,130.0,36433,3353,7049533
915,245076474,13,16,13.0,36433,1442,731231
916,236719823,17,18,14.000000000000002,36433,2900,9543764
917,17064514,1,1,5.0,36434,444,299119
918,20106337,37,47,66.0,36433,1170,2993320
919,40364293,1,1,5.0,1,0,0
920,248992493,4,4,8.0,36433,10,2767
921,17910878,4,5,15.0,36433,92,1774054
922,14219826,10,10,9.0,36433,578,431807
923,283612037,21,22,13.0,36433,1519,2693164
924,166729867,4,4,5.0,36434,2709,9484538
925,41648744,28,38,37.0,36433,52,51471
926,24109979,38,92,44.0,36433,5456,6355101
927,59378077,2,2,5.0,2,2,0
928,823860,2,2,10.0,1,0,0
929,190752867,11,11,13.0,36433,2124,1072142
930,341849215,4,5,9.0,36433,101,1774980
931,304794994,5,6,9.0,36437,43,33947
932,18208354,53,268,346.0,36433,25408,37089876
933,30034583,1,1,6.0,1,0,0
934,24563388,1,1,5.0,36434,5,926
935,64209144,1,1,6.0,1,0,0
936,52422878,15,29,44.0,36433,200,255904
937,36803580,53,205,255.0,3,42,15112
938,29758446,69,355,248.0,36433,3045,4619094
939,16565797,3,3,9.0,36434,29,29358
940,19490867,2,2,6.0,1,0,0
941,105429988,1,1,6.0,1,0,0
942,93750955,10,12,44.0,36433,172,12379
943,563031699,8,8,6.0,36433,207,13324
944,130340054,11,18,55.00000000000001,36433,469,93152
945,487367041,10,12,12.0,36433,521,100731
946,107381955,11,21,68.0,36433,210,14277
947,215824411,10,12,43.0,36433,184,14283
948,207878118,44,61,105.0,36433,2700,1196772
949,390455433,32,42,96.0,36433,1619,1182828
950,85891683,69,188,193.0,36433,2590,1312263
951,130357109,10,11,7.000000000000001,36433,380,93152
952,133929572,11,26,71.0,36433,205,14277
953,304774444,14,23,20.0,36433,2586,897572
954,18142375,43,278,121.0,36433,13398,13155611
955,1294741,35,162,178.0,36433,6251,8979863
956,16139649,35,99,100.0,36433,3112,4316524
957,17363890,22,32,27.0,36433,1118,2091120
958,19344585,22,26,22.0,36433,1016,1835611
959,1002351,22,41,30.0,36433,1424,2117468
960,19346439,22,41,44.0,36433,892,484650
961,14085096,43,92,80.0,36433,2168,2268733
962,104203233,22,42,51.0,36433,1329,2117468
963,9142362,16,16,17.0,36433,854,2093165
964,26985345,22,47,43.0,36433,1438,2117468
965,33852508,22,37,43.0,36433,963,1822085
966,25702003,20,25,14.000000000000002,36433,1148,2105702
967,85794542,22,26,29.0,36433,559,384109
968,56169454,43,99,107.0,36433,1883,1824815
969,25995437,22,31,24.0,36433,1126,1845394
970,22021978,22,33,34.0,36433,943,1835673
971,58836363,22,27,30.0,36433,865,1835673
972,88722311,22,27,25.0,36433,982,1847377
973,9442262,18,18,12.0,36433,1153,2115485
974,87652742,11,11,8.0,36433,659,1820102
975,18874097,22,37,43.0,36433,840,1011773
976,14190551,43,133,108.0,36433,4581,3802884
977,41351472,19,20,12.0,36433,1187,2117468
978,465973,30,73,87.0,36433,177,981432
979,21697211,11,11,6.0,36433,793,2104716
980,149075605,1,1,5.0,36434,133,181690
981,16133363,22,38,28.000000000000004,36433,1448,2117468
982,24185807,16,16,14.000000000000002,36433,908,2091182
983,61228125,11,15,9.0,36433,749,2091120
984,89479311,5,5,6.0,36433,175,32755
985,123567601,1,1,7.000000000000001,1,0,0
986,86337034,7,7,11.0,36433,249,109256
987,107017176,20,24,65.0,36433,665,1820102
988,84563846,14,15,20.0,36433,428,223151
989,39055030,6,8,8.0,36433,324,446790
990,82406734,6,6,12.0,1,0,0
991,37883682,6,6,5.0,36433,687,2094995
992,30869029,6,6,9.0,36433,467,2075530
993,24160143,4,4,5.0,36434,355,906320
994,19722805,2,2,7.000000000000001,36433,162,764338
995,18186507,2,2,8.0,1,0,0
996,247200654,1,1,5.0,36434,162,764338
997,14796276,6,6,7.000000000000001,36433,341,1799623
998,9568572,3,3,7.000000000000001,36433,295,906320
999,6143852,1,1,6.0,1,0,0
1000,865561,2,2,5.0,36434,177,764338
1001,240253031,1,1,5.0,36434,33,13550
1002,1044771,36,64,43.0,36433,1757,296487
